user,date,cluster,cluster_name
174,2022-04-08 09:44:09,10,Achiever
174,2022-04-11 18:18:27,10,Achiever
174,2022-04-19 13:00:42,10,Achiever
174,2022-04-26 19:31:44,10,Achiever
174,2022-05-05 17:26:32,10,Achiever
175,2022-03-15 22:31:32,11,Regular
175,2022-03-20 12:12:27,15,Regular_halfheartedlike
175,2022-04-08 09:44:09,10,Achiever
175,2022-04-11 18:18:27,10,Achiever
175,2022-04-19 13:00:42,10,Achiever
175,2022-04-26 19:31:44,10,Achiever
175,2022-05-05 17:26:32,10,Achiever
176,2022-03-15 22:31:32,12,Halfhearted
176,2022-03-20 12:12:27,15,Regular_halfheartedlike
176,2022-04-08 09:44:09,12,Halfhearted
176,2022-04-11 18:18:27,12,Halfhearted
176,2022-04-19 13:00:42,12,Halfhearted
176,2022-04-26 19:31:44,12,Halfhearted
176,2022-05-05 17:26:32,12,Halfhearted
177,2022-03-15 22:31:32,11,Regular
177,2022-03-20 12:12:27,14,Regular_achieverlike
177,2022-04-08 09:44:09,14,Regular_achieverlike
177,2022-04-11 18:18:27,14,Regular_achieverlike
177,2022-04-19 13:00:42,10,Achiever
177,2022-04-26 19:31:44,10,Achiever
177,2022-05-05 17:26:32,10,Achiever
178,2022-03-15 22:31:32,10,Achiever
178,2022-03-20 12:12:27,10,Achiever
178,2022-04-08 09:44:09,14,Regular_achieverlike
178,2022-04-11 18:18:27,14,Regular_achieverlike
178,2022-04-19 13:00:42,14,Regular_achieverlike
178,2022-04-26 19:31:44,14,Regular_achieverlike
178,2022-05-05 17:26:32,14,Regular_achieverlike
179,2022-03-15 22:31:32,13,Underachiever
179,2022-03-20 12:12:27,13,Underachiever
180,2022-03-15 22:31:32,10,Achiever
180,2022-03-20 12:12:27,10,Achiever
180,2022-04-08 09:44:09,10,Achiever
180,2022-04-11 18:18:27,14,Regular_achieverlike
180,2022-04-19 13:00:42,14,Regular_achieverlike
180,2022-04-26 19:31:44,14,Regular_achieverlike
180,2022-05-05 17:26:32,12,Halfhearted
181,2022-03-15 22:31:32,12,Halfhearted
181,2022-03-20 12:12:27,12,Halfhearted
181,2022-04-08 09:44:09,12,Halfhearted
181,2022-04-11 18:18:27,12,Halfhearted
181,2022-04-19 13:00:42,12,Halfhearted
181,2022-04-26 19:31:44,12,Halfhearted
181,2022-05-05 17:26:32,12,Halfhearted
182,2022-03-15 22:31:32,11,Regular
182,2022-03-20 12:12:27,14,Regular_achieverlike
182,2022-04-08 09:44:09,14,Regular_achieverlike
182,2022-04-11 18:18:27,14,Regular_achieverlike
182,2022-04-19 13:00:42,14,Regular_achieverlike
182,2022-04-26 19:31:44,14,Regular_achieverlike
182,2022-05-05 17:26:32,12,Halfhearted
183,2022-03-15 22:31:32,11,Regular
183,2022-03-20 12:12:27,14,Regular_achieverlike
183,2022-04-08 09:44:09,14,Regular_achieverlike
183,2022-04-11 18:18:27,14,Regular_achieverlike
